Red Agrometeorológica de INIA,,agromet.inia.cl,,,
Estación,Azapa Medio,,,,
Habilitada el,21-03-2011,,,,
Generado,06-08-2018 11:37:25,,,,
,,,,,
#,FECHA/HORA,Temperatura del Aire (°C),Humedad Relativa (%),Velocidad del Viento (Km/h),Radiación Solar (W/m2)
464,20-01-2017 07:00,"20,6","75,8","0,4","48,9"
465,20-01-2017 08:00,"22,8","64,6","0,7","234,5"
466,20-01-2017 09:00,"25,5","50,7","3,2","473,4"
467,20-01-2017 10:00,"27,4","45,4","4,7","644,9"
468,20-01-2017 11:00,"29,5","39,6","5,4","803,1"
469,20-01-2017 12:00,31,"36,7","6,5",896
470,20-01-2017 13:00,"31,2","34,8","8,3","823,4"
471,20-01-2017 14:00,"31,2","35,9","8,3",790
472,20-01-2017 15:00,31,"35,8","7,6","672,8"
473,20-01-2017 16:00,"30,4","36,8","6,5","488,7"
474,20-01-2017 17:00,"30,2","36,2","7,2","389,5"
475,20-01-2017 18:00,"27,9",42,"6,1","135,8"
476,20-01-2017 19:00,"25,6","47,8","3,6","23,8"
477,20-01-2017 20:00,"24,1","57,6","5,4",0
478,20-01-2017 21:00,23,"63,8","6,1",0
479,20-01-2017 22:00,"22,5","68,2","4,7",0
480,20-01-2017 23:00,"22,2","70,7","3,2",0
481,21-01-2017 00:00,"21,9","71,9",0,0
482,21-01-2017 01:00,"21,2","73,7",0,0
483,21-01-2017 02:00,"20,8","76,1",0,0
484,21-01-2017 03:00,"20,9","77,2",0,0
485,21-01-2017 04:00,"19,8",78,0,0
486,21-01-2017 05:00,"19,9","79,6",0,0
487,21-01-2017 06:00,"19,9","79,8",0,"6,9"
488,21-01-2017 07:00,21,"77,5",0,"133,2"
489,21-01-2017 08:00,"24,3","61,7","1,1","341,7"
490,21-01-2017 09:00,"26,2","51,6","1,8","359,5"
491,21-01-2017 10:00,"28,5","44,2","4,3",674
492,21-01-2017 11:00,"30,4","39,5","6,1","836,8"
493,21-01-2017 12:00,"31,2",37,"8,3",959
494,21-01-2017 13:00,"31,6",36,"7,9","946,5"
495,21-01-2017 14:00,"31,9","35,1","7,6","757,7"
496,21-01-2017 15:00,"30,8","36,9","7,6","557,3"
497,21-01-2017 16:00,"29,7","38,9","7,2","444,2"
498,21-01-2017 17:00,"28,5","41,1","5,8",247
499,21-01-2017 18:00,"26,2","49,7","4,7",79
500,21-01-2017 19:00,"24,1","59,2","5,4","21,8"
501,21-01-2017 20:00,"23,1","62,6","0,7",0
502,21-01-2017 21:00,"22,9","64,8",0,0
503,21-01-2017 22:00,"22,8",66,0,0
504,21-01-2017 23:00,"22,8","68,8",0,0
505,22-01-2017 00:00,"22,5","71,7",0,0
506,22-01-2017 01:00,"22,1","74,3",0,0
507,22-01-2017 02:00,"21,9",76,0,0
508,22-01-2017 03:00,"21,9",76,0,0
509,22-01-2017 04:00,"21,9","76,6",0,0
510,22-01-2017 05:00,"21,8","77,6",0,0
511,22-01-2017 06:00,"21,8","77,3",0,"1,5"
512,22-01-2017 07:00,"22,3","73,9",0,37
513,22-01-2017 08:00,"24,1","63,5",0,"134,5"
514,22-01-2017 09:00,"26,1","53,7","1,1","267,4"
515,22-01-2017 10:00,"28,1","45,3","4,7","506,5"
516,22-01-2017 11:00,"29,5","41,6",5,"537,5"
517,22-01-2017 12:00,"29,9","40,4","6,5","569,6"
518,22-01-2017 13:00,"31,6","34,3","7,6",806
519,22-01-2017 14:00,"30,4","37,3","6,5","389,3"
520,22-01-2017 15:00,"28,9","41,6","6,8",232
521,22-01-2017 16:00,"27,9","44,4","4,7","131,5"
522,22-01-2017 17:00,"27,5","44,6","3,2","122,2"
523,22-01-2017 18:00,"27,7","44,7","4,3","117,1"
524,22-01-2017 19:00,"25,5","56,2",5,"15,6"
525,22-01-2017 20:00,24,"63,6","6,1",0
526,22-01-2017 21:00,"23,2","67,3","0,4",0
527,22-01-2017 22:00,"22,7","71,6",0,0
528,22-01-2017 23:00,"22,2","75,2",0,0
529,23-01-2017 00:00,"21,8","77,3",0,0
530,23-01-2017 01:00,"21,5","78,7",0,0
531,23-01-2017 02:00,"21,2","79,1",0,0
532,23-01-2017 03:00,"21,1","79,9",0,0
533,23-01-2017 04:00,"21,3","80,4",0,0
534,23-01-2017 05:00,"21,5","80,3",0,0
535,23-01-2017 06:00,"21,6","81,1",0,"1,2"
536,23-01-2017 07:00,"21,9","80,6",0,"39,2"
537,23-01-2017 08:00,"23,3","71,2","0,7","174,1"
538,23-01-2017 09:00,"25,6","58,1","1,8","317,8"
539,23-01-2017 10:00,"27,8","50,5","4,7","500,5"
540,23-01-2017 11:00,"29,4","45,2","6,1","613,7"
541,23-01-2017 12:00,"30,7","41,1","6,5","782,7"
542,23-01-2017 13:00,"32,6","32,8","6,8","925,5"
543,23-01-2017 14:00,"32,8","31,4","7,9","859,9"
544,23-01-2017 15:00,"31,9","33,1","7,2","483,6"
545,23-01-2017 16:00,"30,6","34,9","7,6","374,2"
546,23-01-2017 17:00,"29,1","39,8","6,8","199,3"
547,23-01-2017 18:00,"28,6","42,2","4,7","221,5"
548,23-01-2017 19:00,"25,7","56,8","2,9","21,3"
549,23-01-2017 20:00,"23,5","64,1","2,5",0
550,23-01-2017 21:00,"22,9","67,9","3,2",0
551,23-01-2017 22:00,"22,1","71,4",0,0
552,23-01-2017 23:00,"22,1",72,0,0
553,24-01-2017 00:00,"21,1","73,4",0,0
554,24-01-2017 01:00,"19,4",77,0,0
555,24-01-2017 02:00,"18,3","79,4",0,0
556,24-01-2017 03:00,"17,8","81,6",0,0
557,24-01-2017 04:00,"17,7","82,3",0,0
558,24-01-2017 05:00,"17,8","82,7","0,4",0
559,24-01-2017 06:00,"17,4",83,0,"4,7"
560,24-01-2017 07:00,"19,1","78,7","0,7","114,4"
561,24-01-2017 08:00,"23,7","60,7","0,4","308,8"
562,24-01-2017 09:00,"27,1",48,"2,5","526,8"
563,24-01-2017 10:00,"29,1","42,9","6,5","666,8"
564,24-01-2017 11:00,"30,2",41,"7,9",834
565,24-01-2017 12:00,"31,1","36,9","7,2","915,7"
566,24-01-2017 13:00,"32,2","33,2","7,6","924,7"
567,24-01-2017 14:00,"32,8","32,2","8,3","871,7"
568,24-01-2017 15:00,"33,3",31,"7,2","754,2"
569,24-01-2017 16:00,"32,6","31,6","7,2","587,8"
570,24-01-2017 17:00,"31,9",33,"7,2",391
571,24-01-2017 18:00,"29,9","37,8","6,1","182,5"
572,24-01-2017 19:00,"26,9","45,5",4,"18,2"
573,24-01-2017 20:00,25,"51,9","1,1",0
574,24-01-2017 21:00,"23,8","55,2",0,0
575,24-01-2017 22:00,"22,5","58,3",0,0
576,24-01-2017 23:00,"21,7","61,6","0,4",0
577,25-01-2017 00:00,"22,1","67,4","0,7",0
578,25-01-2017 01:00,"21,5","72,6","0,4",0
579,25-01-2017 02:00,"21,1","73,5",0,0
580,25-01-2017 03:00,"20,6","72,9",0,0
581,25-01-2017 04:00,"19,5","75,2",0,0
582,25-01-2017 05:00,"18,9","77,1",0,0
583,25-01-2017 06:00,"18,7","77,6",0,"3,5"
584,25-01-2017 07:00,"19,7","76,7",0,"41,3"
585,25-01-2017 08:00,"22,3","68,6",0,"135,9"
586,25-01-2017 09:00,"24,8","58,8",4,"342,9"
587,25-01-2017 10:00,"26,5","52,5","6,1","461,5"
588,25-01-2017 11:00,"28,8","43,7","5,8",649
589,25-01-2017 12:00,"30,9","38,6","6,5","867,5"
590,25-01-2017 13:00,"31,3","38,4","7,6","757,3"
591,25-01-2017 14:00,31,"37,8","8,6","841,7"
592,25-01-2017 15:00,"30,5","38,5","8,6","720,1"
593,25-01-2017 16:00,"30,5",39,"6,5","526,8"
594,25-01-2017 17:00,"29,8","41,5","5,4","297,2"
595,25-01-2017 18:00,"27,8","45,7",4,"70,6"
596,25-01-2017 19:00,"26,2","50,1","6,8","10,2"
597,25-01-2017 20:00,"25,1","53,7",4,0
598,25-01-2017 21:00,"24,5","58,4","4,3",0
599,25-01-2017 22:00,"23,7","63,4","3,2",0
600,25-01-2017 23:00,"23,4",65,0,0
601,26-01-2017 00:00,23,"68,1","0,4",0
602,26-01-2017 01:00,"22,6","71,8","0,4",0
603,26-01-2017 02:00,"22,4","74,1",0,0
604,26-01-2017 03:00,"22,2","75,7",0,0
605,26-01-2017 04:00,22,"76,1",0,0
606,26-01-2017 05:00,"21,6","75,6",0,0
607,26-01-2017 06:00,"20,8","76,9",0,"2,3"
608,26-01-2017 07:00,"21,5","76,2",0,"79,6"
609,26-01-2017 08:00,"24,8","59,8","1,1","239,7"
610,26-01-2017 09:00,"27,4","48,2","1,8","436,3"
611,26-01-2017 10:00,"29,9","42,4",5,"663,1"
612,26-01-2017 11:00,31,"38,9","7,6","811,2"
613,26-01-2017 12:00,"31,5","36,4","9,4","930,7"
614,26-01-2017 13:00,"30,3",39,"9,4","524,7"
615,26-01-2017 14:00,"30,7","36,5","6,8","599,3"
616,26-01-2017 15:00,"31,5","34,4","6,8","649,8"
617,26-01-2017 16:00,"31,7","33,9","8,6",582
618,26-01-2017 17:00,"30,6","35,5","7,6","382,9"
619,26-01-2017 18:00,"28,2","41,8","5,8","129,9"
620,26-01-2017 19:00,"26,2","46,9",4,"8,6"
621,26-01-2017 20:00,25,52,"2,9",0
622,26-01-2017 21:00,24,"57,1","3,6",0
623,26-01-2017 22:00,"23,5","59,5","1,1",0
624,26-01-2017 23:00,"23,2","61,6","0,4",0
625,27-01-2017 00:00,"22,6","63,8",0,0
626,27-01-2017 01:00,"20,9","67,2",0,0
627,27-01-2017 02:00,20,"73,2",0,0
628,27-01-2017 03:00,"19,6","78,1",0,0
629,27-01-2017 04:00,"18,9","79,4",0,0
630,27-01-2017 05:00,"18,3",79,0,0
631,27-01-2017 06:00,"18,7","76,2",0,"3,6"
632,27-01-2017 07:00,"20,8","67,1","0,4","102,7"
633,27-01-2017 08:00,"25,2","51,8","1,8","297,7"
634,27-01-2017 09:00,"27,1",49,"4,7","500,8"
635,27-01-2017 10:00,"28,7","43,5","5,4","642,3"
636,27-01-2017 11:00,"30,3","39,9","7,2","802,2"
637,27-01-2017 12:00,"31,3","35,5","7,9","886,2"
638,27-01-2017 13:00,"32,2","31,2","7,9","851,1"
639,27-01-2017 14:00,"32,3","30,1","10,1","792,1"
640,27-01-2017 15:00,"32,8","28,6","8,6",750
641,27-01-2017 16:00,"32,9","28,5","8,3","590,3"
642,27-01-2017 17:00,32,"29,8","7,9","379,4"
643,27-01-2017 18:00,"29,6","35,3",5,"176,6"
644,27-01-2017 19:00,"27,1","40,1","3,2","24,2"
645,27-01-2017 20:00,"25,2","49,5","3,6",0
646,27-01-2017 21:00,"24,1","53,5","1,8",0
647,27-01-2017 22:00,"22,8","66,7","0,7",0
648,27-01-2017 23:00,"21,5","76,7",0,0
649,28-01-2017 00:00,"20,2","78,8",0,0
650,28-01-2017 01:00,"19,1","80,1",0,0
651,28-01-2017 02:00,"18,8","82,6",0,0
652,28-01-2017 03:00,"18,2",84,0,0
653,28-01-2017 04:00,"18,5",86,0,0
654,28-01-2017 05:00,"18,5",86,0,0
655,28-01-2017 06:00,"17,8","85,8",0,"3,6"
656,28-01-2017 07:00,19,"83,2",0,"100,4"
657,28-01-2017 08:00,"23,2","64,6","0,4","299,4"
658,28-01-2017 09:00,"26,2","52,1","3,2","501,8"
659,28-01-2017 10:00,"28,6","44,4","5,8","651,9"
660,28-01-2017 11:00,"30,2","39,8","6,1","810,1"
661,28-01-2017 12:00,"31,4","33,9","6,8","894,2"
662,28-01-2017 13:00,"32,3","30,3","7,2","905,5"
663,28-01-2017 14:00,33,"26,5","6,8",863
664,28-01-2017 15:00,33,"25,7",9,752
665,28-01-2017 16:00,"32,2","25,4","9,4","584,6"
666,28-01-2017 17:00,"31,4","26,2","7,9","385,9"
667,28-01-2017 18:00,"29,7","31,6","6,1","191,4"
668,28-01-2017 19:00,"25,5","54,1","6,5","17,2"
669,28-01-2017 20:00,"22,7","66,4",4,0
670,28-01-2017 21:00,22,"70,2","1,4",0
671,28-01-2017 22:00,"21,5","71,9","0,4",0
672,28-01-2017 23:00,"19,9",75,0,0
673,29-01-2017 00:00,19,"77,6",0,0
674,29-01-2017 01:00,"18,5","79,5",0,0
675,29-01-2017 02:00,"18,4","79,2",0,0
676,29-01-2017 03:00,"18,6","77,8","0,4",0
677,29-01-2017 04:00,"18,4","77,6","0,4",0
678,29-01-2017 05:00,"18,1","77,2",0,0
679,29-01-2017 06:00,"17,7","77,2",0,"3,4"
680,29-01-2017 07:00,"19,2","70,9","0,4",95
681,29-01-2017 08:00,"23,3","56,7","1,1",293
682,29-01-2017 09:00,"25,9","51,5",4,"506,5"
683,29-01-2017 10:00,"28,1","46,1","5,8","653,7"
684,29-01-2017 11:00,"29,4",45,"6,8","811,4"
685,29-01-2017 12:00,"30,5","41,2","7,2","898,7"
686,29-01-2017 13:00,"30,6","38,7","8,3","908,7"
687,29-01-2017 14:00,"30,5","38,3",9,864
688,29-01-2017 15:00,"29,9","39,8","10,1","753,9"
689,29-01-2017 16:00,"29,7","38,9","9,4","588,6"
690,29-01-2017 17:00,"28,3","46,4","9,7","386,7"
691,29-01-2017 18:00,"25,9",57,"7,6",176
692,29-01-2017 19:00,"23,6","66,6","2,9","17,2"
693,29-01-2017 20:00,22,"72,9",0,0
694,29-01-2017 21:00,"20,9","75,9",0,0
695,29-01-2017 22:00,"20,5","79,5",0,0
696,29-01-2017 23:00,"19,8","80,5",0,0
697,30-01-2017 00:00,"20,3",82,0,0
698,30-01-2017 01:00,"19,8","82,9",0,0
699,30-01-2017 02:00,19,"84,9",0,0
700,30-01-2017 03:00,"18,4","85,9",0,0
701,30-01-2017 04:00,"18,4","86,6",0,0
702,30-01-2017 05:00,"18,2","86,7",0,0
703,30-01-2017 06:00,"17,9",87,0,"3,1"
704,30-01-2017 07:00,"19,6","82,4","1,8","95,2"
705,30-01-2017 08:00,"23,9",62,"1,4","290,2"
706,30-01-2017 09:00,"27,1","47,6","2,9","499,7"
707,30-01-2017 10:00,"28,6",46,5,"647,1"
708,30-01-2017 11:00,"29,8","44,3","5,8","803,5"
709,30-01-2017 12:00,31,"40,2","6,8",892
710,30-01-2017 13:00,"31,2","39,1","7,9","903,5"
711,30-01-2017 14:00,"31,1","38,5","8,6","855,7"
712,30-01-2017 15:00,"31,5","35,7","8,6","746,5"
713,30-01-2017 16:00,"30,7","34,3","7,9","581,7"
714,30-01-2017 17:00,"29,8","34,4","7,6","380,4"
715,30-01-2017 18:00,"27,8","44,8","8,3","171,7"
716,30-01-2017 19:00,24,"66,2","5,4","16,9"
717,30-01-2017 20:00,"22,3","73,6","0,7",0
718,30-01-2017 21:00,"21,5","76,5",0,0
719,30-01-2017 22:00,"20,5","77,7",0,0
720,30-01-2017 23:00,"19,7","79,9",0,0
721,31-01-2017 00:00,19,"81,2",0,0
722,31-01-2017 01:00,"19,9","81,9",0,0
723,31-01-2017 02:00,21,79,0,0
724,31-01-2017 03:00,"20,9","77,9",0,0
725,31-01-2017 04:00,"19,5","80,1",0,0
726,31-01-2017 05:00,"18,3","82,8",0,0
727,31-01-2017 06:00,"17,7","84,8",0,"2,9"
728,31-01-2017 07:00,"19,5","81,6","1,4","54,7"
729,31-01-2017 08:00,"22,8","70,8","1,4","220,4"
730,31-01-2017 09:00,"25,9","55,7","2,5","496,5"
731,31-01-2017 10:00,"28,4",48,"4,7","652,1"
732,31-01-2017 11:00,30,"44,4","6,5","802,7"
733,31-01-2017 12:00,"31,3","39,9","6,5","886,5"
734,31-01-2017 13:00,"31,9","37,9","7,9",901
735,31-01-2017 14:00,"31,8","36,9","8,3","855,7"
736,31-01-2017 15:00,"31,6","36,2","7,9","746,1"
737,31-01-2017 16:00,"31,3","34,7","7,2","582,3"
738,31-01-2017 17:00,"30,7",33,"7,6","381,9"
739,31-01-2017 18:00,"28,4","39,9","8,6","172,9"
740,31-01-2017 19:00,"25,5","54,2","3,6","16,6"
741,31-01-2017 20:00,"23,4","64,6","6,8",0
742,31-01-2017 21:00,"22,4","69,9",5,0
743,31-01-2017 22:00,"21,7","71,3","0,7",0
744,31-01-2017 23:00,"20,3","75,2",0,0
745,01-02-2017 00:00,"19,5","77,3",0,0
746,01-02-2017 01:00,"18,7","79,6",0,0
747,01-02-2017 02:00,"18,2","80,9",0,0
748,01-02-2017 03:00,"18,6","80,4",0,0
749,01-02-2017 04:00,"19,2","77,8","0,7",0
750,01-02-2017 05:00,"20,7","71,4","1,8",0
751,01-02-2017 06:00,"20,5","69,6","1,1","2,7"
752,01-02-2017 07:00,"20,9","66,4","1,4","95,6"
753,01-02-2017 08:00,"24,8",55,"1,1","293,5"
754,01-02-2017 09:00,"27,1","49,2","3,2",505
755,01-02-2017 10:00,29,"43,9","3,6","652,6"
756,01-02-2017 11:00,"30,8","40,9","5,4","810,5"
757,01-02-2017 12:00,"31,6","38,8","6,8","896,7"
758,01-02-2017 13:00,"32,1","37,3","7,6",910
759,01-02-2017 14:00,32,"36,8",9,"865,5"
760,01-02-2017 15:00,"31,5","37,4","9,4","752,4"
761,01-02-2017 16:00,"31,1","37,2","8,6","584,3"
762,01-02-2017 17:00,"30,1","40,3","7,2","383,4"
763,01-02-2017 18:00,"27,8",47,"8,3","174,8"
764,01-02-2017 19:00,25,"54,8","3,6","16,5"
765,01-02-2017 20:00,"23,3","59,8","0,7",0
766,01-02-2017 21:00,"22,5","62,4",0,0
767,01-02-2017 22:00,"21,9","65,2","1,4",0
768,01-02-2017 23:00,"21,3","68,6","0,4",0
769,02-02-2017 00:00,"19,3","74,5",0,0
770,02-02-2017 01:00,19,"76,2",0,0
771,02-02-2017 02:00,"20,2","73,4",0,0
772,02-02-2017 03:00,"21,3","68,7",0,0
773,02-02-2017 04:00,"22,1","64,9",0,0
774,02-02-2017 05:00,"22,2","66,1",0,0
775,02-02-2017 06:00,22,"68,2",0,"0,6"
776,02-02-2017 07:00,"22,4","67,2",0,"25,5"
777,02-02-2017 08:00,"24,1","56,6","1,1","107,1"
778,02-02-2017 09:00,"26,8","47,8","1,4","335,4"
779,02-02-2017 10:00,"28,7","44,5","3,6",546
780,02-02-2017 11:00,"30,2","40,4","7,2","837,4"
781,02-02-2017 12:00,"31,4","36,6","7,2",912
782,02-02-2017 13:00,"32,5","32,4","7,6","912,5"
783,02-02-2017 14:00,"32,9","31,8","8,3","868,5"
784,02-02-2017 15:00,"32,6","33,2","7,6","754,7"
785,02-02-2017 16:00,"32,3",33,"6,8","589,8"
786,02-02-2017 17:00,"31,4","36,6","6,1","388,5"
787,02-02-2017 18:00,"29,6","41,1","5,4","175,7"
788,02-02-2017 19:00,"26,4","50,2",4,"16,8"
789,02-02-2017 20:00,"24,3","53,9","1,8",0
790,02-02-2017 21:00,"22,4","61,1",0,0
791,02-02-2017 22:00,"20,6","66,2",0,0
792,02-02-2017 23:00,"19,4","70,5",0,0
793,03-02-2017 00:00,"18,6","73,5",0,0
794,03-02-2017 01:00,"18,5","73,8",0,0
795,03-02-2017 02:00,"18,5","73,4","0,4",0
796,03-02-2017 03:00,"18,4","73,8","0,4",0
797,03-02-2017 04:00,"18,1","74,4","0,4",0
798,03-02-2017 05:00,"17,6",76,0,0
799,03-02-2017 06:00,"17,6","76,5","0,4","2,3"
800,03-02-2017 07:00,"18,9",72,"0,4","91,3"
801,03-02-2017 08:00,"23,3","57,1","0,7",287
802,03-02-2017 09:00,"26,5","48,3",4,499
803,03-02-2017 10:00,"28,5","41,7",5,"646,2"
804,03-02-2017 11:00,"30,1","38,3","6,1","810,9"
805,03-02-2017 12:00,31,"36,2","6,5","892,7"
806,03-02-2017 13:00,"31,8","33,7","7,6","909,2"
807,03-02-2017 14:00,"32,1","32,5","7,9",863
808,03-02-2017 15:00,"32,2",32,"7,6","747,3"
809,03-02-2017 16:00,"31,5","34,1","7,6","580,4"
810,03-02-2017 17:00,"30,3","37,4","7,2","377,7"
811,03-02-2017 18:00,"28,9","41,4","5,4","168,5"
812,03-02-2017 19:00,26,"50,6","4,3","16,4"
813,03-02-2017 20:00,24,"57,9","1,8",0
814,03-02-2017 21:00,"21,9","64,3",0,0
815,03-02-2017 22:00,"20,4","68,4",0,0
816,03-02-2017 23:00,"19,6","71,4",0,0
817,04-02-2017 00:00,"18,5","73,1",0,0
818,04-02-2017 01:00,"17,9","76,6",0,0
819,04-02-2017 02:00,"17,8","78,6",0,0
820,04-02-2017 03:00,"17,7","78,9",0,0
821,04-02-2017 04:00,"17,6","78,6",0,0
822,04-02-2017 05:00,"17,6","77,8","0,4",0
823,04-02-2017 06:00,"17,2","78,3",0,"4,7"
824,04-02-2017 07:00,"18,6","75,4",0,"81,2"
825,04-02-2017 08:00,"22,2","64,9",0,"245,8"
826,04-02-2017 09:00,"24,9","55,2","2,5","453,4"
827,04-02-2017 10:00,"27,3","46,8","4,7","640,4"
828,04-02-2017 11:00,"29,5","40,7","5,4","816,9"
829,04-02-2017 12:00,"30,3",40,"7,6",897
830,04-02-2017 13:00,"31,4","35,8","7,9","919,5"
831,04-02-2017 14:00,"31,8",34,"7,9","864,5"
832,04-02-2017 15:00,"31,8","33,5","6,8","750,8"
833,04-02-2017 16:00,"31,1","34,5","7,9","582,2"
834,04-02-2017 17:00,"29,9","36,3","7,9","389,2"
835,04-02-2017 18:00,"28,4","39,5","5,8",173
836,04-02-2017 19:00,"25,1","49,5","3,6","16,5"
837,04-02-2017 20:00,"23,4","54,2","1,8",0
838,04-02-2017 21:00,"22,5",58,"1,4",0
839,04-02-2017 22:00,"21,1","62,3","0,4",0
840,04-02-2017 23:00,"21,1","62,3","1,1",0
841,05-02-2017 00:00,"21,3","62,6","1,4",0
842,05-02-2017 01:00,"20,7","65,2","0,7",0
843,05-02-2017 02:00,"18,9","70,8",0,0
844,05-02-2017 03:00,"17,7","73,6",0,0
845,05-02-2017 04:00,"16,6","76,3",0,0
846,05-02-2017 05:00,"16,3","77,5",0,0
847,05-02-2017 06:00,"16,5","76,8","0,4","3,1"
848,05-02-2017 07:00,"18,7","68,1","1,4","96,3"
849,05-02-2017 08:00,"23,3","53,6","2,5","283,4"
850,05-02-2017 09:00,"25,8","49,1","3,2","473,7"
851,05-02-2017 10:00,28,"42,8",4,"645,7"
852,05-02-2017 11:00,"29,2","41,5","6,8","791,2"
853,05-02-2017 12:00,"29,7","39,8","6,8","859,7"
854,05-02-2017 13:00,"30,8","36,6","7,2","926,7"
855,05-02-2017 14:00,"30,8","36,8","8,3","819,5"
856,05-02-2017 15:00,"30,7","36,4","7,2","753,6"
857,05-02-2017 16:00,"30,2","36,5","7,6","594,6"
858,05-02-2017 17:00,"29,7",37,"6,8","389,9"
859,05-02-2017 18:00,28,"41,8","5,8","173,5"
860,05-02-2017 19:00,"24,5","51,4","4,3",13
861,05-02-2017 20:00,"22,6","57,3","1,1",0
862,05-02-2017 21:00,"21,6",61,"0,4",0
863,05-02-2017 22:00,"19,5","67,5",0,0
864,05-02-2017 23:00,"18,3","71,1",0,0
865,06-02-2017 00:00,"17,4","73,2",0,0
866,06-02-2017 01:00,"16,2",78,0,0
867,06-02-2017 02:00,"15,8","81,8",0,0
868,06-02-2017 03:00,"15,9","83,4",0,0
869,06-02-2017 04:00,"15,6","82,7",0,0
870,06-02-2017 05:00,"15,1","82,1",0,0
871,06-02-2017 06:00,"14,7","82,4",0,"2,3"
872,06-02-2017 07:00,"16,1","79,9",0,"83,3"
873,06-02-2017 08:00,"20,7","64,5","0,4","276,4"
874,06-02-2017 09:00,"23,8","54,5","1,4","472,8"
875,06-02-2017 10:00,"25,9","48,7","5,4","606,7"
876,06-02-2017 11:00,"27,6","45,2","6,8","772,3"
877,06-02-2017 12:00,"28,9","41,6","6,8","862,5"
878,06-02-2017 13:00,"29,9","38,4","8,3","934,5"
879,06-02-2017 14:00,30,"38,4","8,3",878
880,06-02-2017 15:00,"29,6","38,4","7,6",736
881,06-02-2017 16:00,"29,6","38,3","7,9","607,3"
882,06-02-2017 17:00,"28,9","40,6","8,6","414,2"
883,06-02-2017 18:00,"26,8","46,5","8,3","179,5"
884,06-02-2017 19:00,"23,8","55,8","5,4","21,7"
885,06-02-2017 20:00,"22,5","58,7","1,4",0
886,06-02-2017 21:00,"21,7","62,1","1,1",0
887,06-02-2017 22:00,"20,6",67,"0,7",0
888,06-02-2017 23:00,"18,9","71,6",0,0
889,07-02-2017 00:00,"17,4","75,5",0,0
890,07-02-2017 01:00,"16,2","77,9",0,0
891,07-02-2017 02:00,"16,1","79,7",0,0
892,07-02-2017 03:00,"16,3",80,0,0
893,07-02-2017 04:00,"15,9","80,9",0,0
894,07-02-2017 05:00,"15,9","80,9",0,0
895,07-02-2017 06:00,"15,7","81,1",0,"2,7"
896,07-02-2017 07:00,"17,2","76,4","0,7","90,9"
897,07-02-2017 08:00,"21,5","61,8","0,4","260,1"
898,07-02-2017 09:00,"24,2","53,8","1,4","441,7"
899,07-02-2017 10:00,"26,8","47,1","3,2","641,8"
900,07-02-2017 11:00,"28,7","41,8",5,"819,5"
901,07-02-2017 12:00,"29,5","41,1","7,2","886,2"
902,07-02-2017 13:00,"30,1","38,4","7,6","924,5"
903,07-02-2017 14:00,"30,6","37,3","8,3","866,7"
904,07-02-2017 15:00,"30,1",38,"7,9","753,7"
905,07-02-2017 16:00,"29,8","39,1","7,6","575,5"
906,07-02-2017 17:00,"28,3",43,9,"397,5"
907,07-02-2017 18:00,"26,5","48,1","7,9","187,2"
908,07-02-2017 19:00,"23,7","57,3","2,9","27,1"
909,07-02-2017 20:00,"21,3","64,1",0,0
910,07-02-2017 21:00,"19,6","68,1",0,0
911,07-02-2017 22:00,"18,1","72,6",0,0
912,07-02-2017 23:00,"17,4","75,2",0,0
913,08-02-2017 00:00,"16,9","76,8",0,0
914,08-02-2017 01:00,16,"78,9",0,0
915,08-02-2017 02:00,"16,1","79,9",0,0
916,08-02-2017 03:00,16,"80,3",0,0
917,08-02-2017 04:00,"15,5","81,2",0,0
918,08-02-2017 05:00,"15,6","81,2",0,0
919,08-02-2017 06:00,15,"82,7",0,"1,7"
920,08-02-2017 07:00,"16,1","80,7","0,4","74,1"
921,08-02-2017 08:00,"21,2","62,6","0,7","284,9"
922,08-02-2017 09:00,"24,6","51,7","3,2","504,5"
923,08-02-2017 10:00,"26,9","45,8","5,4","656,9"
924,08-02-2017 11:00,"28,2","43,2","7,2",811
925,08-02-2017 12:00,"28,8","41,7","7,6","902,7"
926,08-02-2017 13:00,"29,8","37,6","6,8",919
927,08-02-2017 14:00,"30,1","35,9","8,6","873,5"
928,08-02-2017 15:00,"29,5","35,4","9,7","762,1"
929,08-02-2017 16:00,"28,9","35,8","9,7","590,7"
930,08-02-2017 17:00,"27,8","40,5","9,4","383,8"
931,08-02-2017 18:00,"25,4","46,9","7,9",165
932,08-02-2017 19:00,"23,3","54,1","1,1","17,6"
933,08-02-2017 20:00,"21,5",60,"0,4",0
934,08-02-2017 21:00,"20,8","64,5","1,8",0
935,08-02-2017 22:00,"19,5","69,4",0,0
936,08-02-2017 23:00,18,"73,5",0,0
937,09-02-2017 00:00,17,"76,5",0,0
938,09-02-2017 01:00,"16,3","77,8",0,0
939,09-02-2017 02:00,"15,8","79,1",0,0
940,09-02-2017 03:00,"16,8","77,5","1,1",0
941,09-02-2017 04:00,"17,3","74,9","0,4",0
942,09-02-2017 05:00,"16,1","78,2",0,0
943,09-02-2017 06:00,"15,9","79,6",0,"1,8"
944,09-02-2017 07:00,"16,9","77,4",0,"77,2"
945,09-02-2017 08:00,"21,5","58,6","1,1","289,2"
946,09-02-2017 09:00,"24,6","49,9","2,5",477
947,09-02-2017 10:00,"26,4","44,6",4,"612,5"
948,09-02-2017 11:00,"28,2",39,5,"790,1"
